ID,NIR_R,NIR_S,NIR_T,NIR_U,NIR_V,NIR_W,Vis_Violet,Vis_Blue,Vis_Green,Vis_Yellow,Vis_Orange,Vis_Red
22.0,3632.57,1222.29,241.53,154.16,249.4,152.61,787.82,377.39,1068.25,1570.13,2531.46,1821.76
22.0,3320.58,972.92,221.93,125.98,197.3,110.47,521.23,269.08,1076.41,1496.32,2451.82,1776.39
22.0,3104.85,866.64,232.12,125.98,181.07,94.53,556.05,425.28,1112.12,1561.34,2048.87,1770.82
22.0,2604.97,703.12,192.13,102.77,149.47,82.0,623.51,411.6,752.98,1168.59,2023.27,1900.55
22.0,2275.58,566.18,163.9,84.54,129.82,67.19,526.67,314.68,1025.4,1395.28,2641.44,2013.56
23.0,2835.77,1143.6,257.21,145.87,180.22,116.17,464.64,183.57,743.79,1051.73,1983.45,1426.21
23.0,2397.36,942.27,235.26,127.63,148.61,93.39,705.12,236.01,857.05,1169.47,2435.7,1569.46
23.0,2287.18,972.92,220.36,125.98,147.76,96.8,651.81,328.37,917.24,1333.78,2239.44,1750.92
23.0,2325.45,801.23,188.21,105.26,140.93,87.69,610.46,393.35,681.56,1146.63,1783.4,1757.29
23.0,2557.42,793.06,199.97,104.43,137.51,77.44,565.84,335.21,585.65,967.38,1656.35,1558.32
23.0,2418.24,693.92,187.42,97.8,127.26,67.19,547.34,387.65,600.95,983.2,1697.12,1632.34
23.0,2800.98,631.58,178.8,94.48,150.32,76.3,633.31,425.28,579.53,1011.31,1719.88,1849.61
23.0,2770.82,587.64,170.17,86.19,147.76,77.44,692.07,540.44,695.84,1182.65,1775.81,1878.26
23.0,3078.18,706.19,209.38,103.6,166.55,91.11,549.52,531.31,579.53,1082.48,1569.13,1838.47
23.0,2898.4,763.42,196.83,105.26,170.82,93.39,705.12,647.61,573.41,1190.56,1589.04,1779.57
24.0,1818.61,681.66,139.59,87.02,132.39,87.69,353.65,186.99,387.71,613.29,1169.02,1310.01
24.0,1774.53,588.66,146.64,87.02,128.97,79.72,452.67,279.34,684.62,991.98,1508.45,1452.47
24.0,1258.41,410.84,114.49,68.79,107.62,74.03,424.38,370.55,620.34,927.84,1108.34,1200.18
24.0,3160.52,653.04,215.65,127.63,206.69,128.69,265.51,256.54,357.1,631.74,862.78,1021.9
24.0,3862.22,1256.01,345.04,195.6,258.79,151.47,167.58,218.91,295.89,569.36,931.99,997.23
24.0,1938.07,978.03,213.3,132.61,138.36,92.25,334.06,389.93,309.15,596.6,958.54,1194.61
24.0,1704.94,843.13,171.74,105.26,117.01,86.55,227.42,129.98,228.55,435.81,844.77,1033.84
24.0,1708.42,754.22,161.54,95.31,116.16,78.58,295.98,246.27,290.78,583.42,968.97,1248.73
